YYYY-MM,State,Type,Source,Capacity_MW
2022-05,Madhya Pradesh,Non-Renewable,Hydro,2235
2022-05,Madhya Pradesh,Non-Renewable,Thermal,21950
2022-05,Madhya Pradesh,Renewable,Bio Bagasse Cogen,92.5
2022-05,Madhya Pradesh,Renewable,Bio Other Cogen,14.85
2022-05,Madhya Pradesh,Renewable,Bio Waste,15.4
2022-05,Madhya Pradesh,Renewable,Bio Waster Offgrid,8.58
2022-05,Madhya Pradesh,Renewable,Small Hydro,99.71
2022-05,Madhya Pradesh,Renewable,Wind,2519.89
2022-05,Maharashtra,Non-Renewable,Hydro,3047
2022-05,Maharashtra,Non-Renewable,Natural Gas,3207.08
2022-05,Maharashtra,Non-Renewable,Nuclear,1400
2022-05,Maharashtra,Non-Renewable,Thermal,23856
2022-05,Maharashtra,Renewable,Bio Bagasse Cogen,2568
2022-05,Maharashtra,Renewable,Bio Other Cogen,16.4
2022-05,Maharashtra,Renewable,Bio Waste,12.59
2022-05,Maharashtra,Renewable,Bio Waster Offgrid,35.16
2022-05,Maharashtra,Renewable,Small Hydro,381.08
2022-05,Maharashtra,Renewable,Wind,5012.83
2022-05,Manipur,Non-Renewable,Hydro,105
2022-05,Manipur,Non-Renewable,Thermal,36
2022-05,Manipur,Renewable,Small Hydro,5.45
2022-05,Meghalaya,Non-Renewable,Hydro,322
2022-05,Meghalaya,Renewable,Bio Other Cogen,13.8
2022-05,Meghalaya,Renewable,Small Hydro,32.53
2022-05,Mizoram,Non-Renewable,Hydro,60
2022-05,Mizoram,Renewable,Small Hydro,36.47
2022-05,Nagaland,Non-Renewable,Hydro,75
2022-05,Nagaland,Renewable,Small Hydro,31.67
2022-05,Odisha,Non-Renewable,Hydro,2154.55
2022-05,Odisha,Non-Renewable,Thermal,9540
2022-05,Odisha,Renewable,Bio Bagasse Cogen,50.4
2022-05,Odisha,Renewable,Bio Other Cogen,8.82
2022-05,Odisha,Renewable,Small Hydro,115.63
2022-05,Others,Renewable,Wind,4.3
2022-05,Pondicherry,Non-Renewable,Natural Gas,32.5
2022-05,Punjab,Non-Renewable,Hydro,1096.3
2022-05,Punjab,Non-Renewable,Thermal,5680
2022-05,Punjab,Renewable,Bio Bagasse Cogen,299.5
2022-05,Punjab,Renewable,Bio Other Cogen,173.95
2022-05,Punjab,Renewable,Bio Waste,10.75
2022-05,Punjab,Renewable,Bio Waster Offgrid,7.45
2022-05,Punjab,Renewable,Small Hydro,176.1
2022-05,Rajasthan,Non-Renewable,Hydro,411
2022-05,Rajasthan,Non-Renewable,Natural Gas,1022.83
2022-05,Rajasthan,Non-Renewable,Nuclear,1180
2022-05,Rajasthan,Non-Renewable,Thermal,10480
2022-05,Rajasthan,Renewable,Bio Bagasse Cogen,119.25
2022-05,Rajasthan,Renewable,Bio Other Cogen,2
2022-05,Rajasthan,Renewable,Bio Waster Offgrid,3.83
2022-05,Rajasthan,Renewable,Small Hydro,23.85
2022-05,Rajasthan,Renewable,Wind,4495.82
2022-05,Sikkim,Non-Renewable,Hydro,2282
2022-05,Sikkim,Renewable,Small Hydro,53.61
2022-05,Tamil Nadu,Non-Renewable,Hydro,2178.2
2022-05,Tamil Nadu,Non-Renewable,Natural Gas,1017.18
2022-05,Tamil Nadu,Non-Renewable,Nuclear,2440
2022-05,Tamil Nadu,Non-Renewable,Thermal,13896.701
2022-05,Tamil Nadu,Renewable,Bio Bagasse Cogen,969.1
2022-05,Tamil Nadu,Renewable,Bio Other Cogen,43.55
2022-05,Tamil Nadu,Renewable,Bio Waste,6.4
2022-05,Tamil Nadu,Renewable,Bio Waster Offgrid,23.65
2022-05,Tamil Nadu,Renewable,Small Hydro,123.05
2022-05,Tamil Nadu,Renewable,Wind,9866.37
2022-05,Telangana,Non-Renewable,Hydro,2405.6
2022-05,Telangana,Non-Renewable,Thermal,7842.5
2022-05,Telangana,Renewable,Bio Bagasse Cogen,158.1
2022-05,Telangana,Renewable,Bio Other Cogen,2
2022-05,Telangana,Renewable,Bio Waste,45.8
2022-05,Telangana,Renewable,Bio Waster Offgrid,13.84
2022-05,Telangana,Renewable,Small Hydro,90.87
2022-05,Telangana,Renewable,Wind,128.1
2022-05,Tripura,Non-Renewable,Natural Gas,1099.6
2022-05,Tripura,Renewable,Small Hydro,16.01
2022-05,Uttar Pradesh,Non-Renewable,Hydro,501.6
2022-05,Uttar Pradesh,Non-Renewable,Natural Gas,1493.14
2022-05,Uttar Pradesh,Non-Renewable,Nuclear,440
2022-05,Uttar Pradesh,Non-Renewable,Thermal,24389
2022-05,Uttar Pradesh,Renewable,Bio Bagasse Cogen,1957.5
2022-05,Uttar Pradesh,Renewable,Bio Other Cogen,159.76
2022-05,Uttar Pradesh,Renewable,Bio Waster Offgrid,72.73
2022-05,Uttar Pradesh,Renewable,Small Hydro,49.1
2022-05,Uttarakhand,Non-Renewable,Hydro,3975.35
2022-05,Uttarakhand,Non-Renewable,Natural Gas,450
2022-05,Uttarakhand,Renewable,Bio Bagasse Cogen,72.72
2022-05,Uttarakhand,Renewable,Bio Other Cogen,57.5
2022-05,Uttarakhand,Renewable,Bio Waster Offgrid,9.22
2022-05,Uttarakhand,Renewable,Small Hydro,218.82
2022-05,West Bengal,Non-Renewable,Hydro,1341.2
2022-05,West Bengal,Non-Renewable,Natural Gas,80
2022-05,West Bengal,Non-Renewable,Thermal,13697
2022-05,West Bengal,Renewable,Bio Bagasse Cogen,300
2022-05,West Bengal,Renewable,Bio Other Cogen,19.92
2022-05,West Bengal,Renewable,Bio Waster Offgrid,2.53
2022-05,West Bengal,Renewable,Small Hydro,98.5
2019-06,Andaman & Nicobar,Non-Renewable,Thermal,40.05
2019-06,Andaman & Nicobar,Renewable,Small Hydro,5.25
2019-06,Andaman & Nicobar,Renewable,Solar Ground,7.6
2019-06,Andaman & Nicobar,Renewable,Solar Rooftop,4.13
2019-06,Andhra Pradesh,Non-Renewable,Hydro,1610
2019-06,Andhra Pradesh,Non-Renewable,Natural Gas,4880.4
2019-06,Andhra Pradesh,Non-Renewable,Thermal,11626.8
2019-06,Andhra Pradesh,Renewable,Bio Bagasse Cogen,378.2
2019-06,Andhra Pradesh,Renewable,Bio Other Cogen,98.98
2019-06,Andhra Pradesh,Renewable,Bio Waste,23.16
2019-06,Andhra Pradesh,Renewable,Small Hydro,162.11
2019-06,Andhra Pradesh,Renewable,Solar Ground,3230.74
2019-06,Andhra Pradesh,Renewable,Solar Rooftop,76.55
2019-06,Andhra Pradesh,Renewable,Wind,4092.45
2019-06,Arunachal Pradesh,Non-Renewable,Hydro,515
2019-06,Arunachal Pradesh,Renewable,Small Hydro,131.105
2019-06,Arunachal Pradesh,Renewable,Solar Ground,1.27
2019-06,Arunachal Pradesh,Renewable,Solar Rooftop,4.12
2019-06,Assam,Non-Renewable,Hydro,350
2019-06,Assam,Non-Renewable,Natural Gas,619.2
2019-06,Assam,Non-Renewable,Thermal,750
2019-06,Assam,Renewable,Small Hydro,34.11
2019-06,Assam,Renewable,Solar Ground,10.67
2019-06,Assam,Renewable,Solar Rooftop,18.67
2019-06,Bihar,Non-Renewable,Thermal,5730
2019-06,Bihar,Renewable,Bio Bagasse Cogen,113
2019-06,Bihar,Renewable,Bio Other Cogen,8.2
2019-06,Bihar,Renewable,Small Hydro,70.7
2019-06,Bihar,Renewable,Solar Ground,138.93
2019-06,Bihar,Renewable,Solar Rooftop,6.89
2019-06,Chandigarh,Renewable,Solar Ground,6.34
2019-06,Chandigarh,Renewable,Solar Rooftop,28.37
2019-06,Chhatisgarh,Non-Renewable,Hydro,120
2019-06,Chhatisgarh,Non-Renewable,Thermal,23328
2019-06,Chhatisgarh,Renewable,Bio Bagasse Cogen,228
2019-06,Chhatisgarh,Renewable,Bio Other Cogen,2.5
2019-06,Chhatisgarh,Renewable,Small Hydro,76
2019-06,Chhatisgarh,Renewable,Solar Ground,215.83
2019-06,Chhatisgarh,Renewable,Solar Rooftop,15.52
2019-06,Dadar & Nagar Haveli,Renewable,Solar Ground,2.49
2019-06,Dadar & Nagar Haveli,Renewable,Solar Rooftop,2.97
2019-06,Daman & Diu,Renewable,Solar Ground,10.15
2019-06,Daman & Diu,Renewable,Solar Rooftop,5.3
2019-06,Delhi,Non-Renewable,Natural Gas,2208.4
2019-06,Delhi,Non-Renewable,Thermal,135
2019-06,Delhi,Renewable,Bio Waste,52
2019-06,Delhi,Renewable,Solar Ground,8.96
2019-06,Delhi,Renewable,Solar Rooftop,123.19
2019-06,Goa,Non-Renewable,Natural Gas,48
2019-06,Goa,Renewable,Small Hydro,0.05
2019-06,Goa,Renewable,Solar Ground,0.95
2019-06,Goa,Renewable,Solar Rooftop,3.83
2019-06,Gujarat,Non-Renewable,Hydro,1990
2019-06,Gujarat,Non-Renewable,Natural Gas,7551.41
2019-06,Gujarat,Non-Renewable,Nuclear,440
2019-06,Gujarat,Non-Renewable,Thermal,15492
2019-06,Gujarat,Renewable,Bio Bagasse Cogen,65.3
2019-06,Gujarat,Renewable,Bio Other Cogen,12
2019-06,Gujarat,Renewable,Small Hydro,62.352
2019-06,Gujarat,Renewable,Solar Ground,2243.38
2019-06,Gujarat,Renewable,Solar Rooftop,378.83
2019-06,Gujarat,Renewable,Wind,6563.07
2019-06,Haryana,Non-Renewable,Natural Gas,431.59
2019-06,Haryana,Non-Renewable,Thermal,5540
2019-06,Haryana,Renewable,Bio Bagasse Cogen,121.4
2019-06,Haryana,Renewable,Bio Other Cogen,84.26
2019-06,Haryana,Renewable,Small Hydro,73.5
2019-06,Haryana,Renewable,Solar Ground,130.8
2019-06,Haryana,Renewable,Solar Rooftop,109.47
2019-06,Himachal Pradesh,Non-Renewable,Hydro,9964.32
2019-06,Himachal Pradesh,Renewable,Bio Other Cogen,7.2
2019-06,Himachal Pradesh,Renewable,Small Hydro,870.21
2019-06,Himachal Pradesh,Renewable,Solar Ground,17
2019-06,Himachal Pradesh,Renewable,Solar Rooftop,8.43
2019-06,Jammu & Kashmir,Non-Renewable,Hydro,3449
2019-06,Jammu & Kashmir,Non-Renewable,Natural Gas,175
2019-06,Jammu & Kashmir,Renewable,Small Hydro,180.03
2019-06,Jammu & Kashmir,Renewable,Solar Ground,8.49
2019-06,Jammu & Kashmir,Renewable,Solar Rooftop,7.88
2019-06,Jharkhand,Non-Renewable,Hydro,210
2019-06,Jharkhand,Non-Renewable,Thermal,4590
2019-06,Jharkhand,Renewable,Bio Other Cogen,4.3
2019-06,Jharkhand,Renewable,Small Hydro,4.05
2019-06,Jharkhand,Renewable,Solar Ground,19.05
2019-06,Jharkhand,Renewable,Solar Rooftop,17.42
2019-06,Karnataka,Non-Renewable,Hydro,3644.2
2019-06,Karnataka,Non-Renewable,Nuclear,880
2019-06,Karnataka,Non-Renewable,Thermal,9633.12
2019-06,Karnataka,Renewable,Bio Bagasse Cogen,1811.6
2019-06,Karnataka,Renewable,Bio Other Cogen,15.2
2019-06,Karnataka,Renewable,Bio Waste,1
2019-06,Karnataka,Renewable,Small Hydro,1254.73
2019-06,Karnataka,Renewable,Solar Ground,5944.06
2019-06,Karnataka,Renewable,Solar Rooftop,201.65
2019-06,Karnataka,Renewable,Wind,4714.7
2019-06,Kerala,Non-Renewable,Hydro,1856.5
2019-06,Kerala,Non-Renewable,Natural Gas,533.58
2019-06,Kerala,Non-Renewable,Thermal,159.96
2019-06,Kerala,Renewable,Bio Other Cogen,0.72
2019-06,Kerala,Renewable,Small Hydro,222.02
2019-06,Kerala,Renewable,Solar Ground,100
2019-06,Kerala,Renewable,Solar Rooftop,41.23
2019-06,Kerala,Renewable,Wind,52.5
2019-06,Lakshwadeep,Renewable,Solar Ground,0.75
2019-06,Madhya Pradesh,Non-Renewable,Hydro,2235
2019-06,Madhya Pradesh,Non-Renewable,Thermal,19830
2019-06,Madhya Pradesh,Renewable,Bio Bagasse Cogen,93
2019-06,Madhya Pradesh,Renewable,Bio Other Cogen,12.35
2019-06,Madhya Pradesh,Renewable,Bio Waste,15.4
2019-06,Madhya Pradesh,Renewable,Small Hydro,95.91
2019-06,Madhya Pradesh,Renewable,Solar Ground,1956.53
2019-06,Madhya Pradesh,Renewable,Solar Rooftop,39.34
2019-06,Madhya Pradesh,Renewable,Wind,2519.89
2019-06,Maharashtra,Non-Renewable,Hydro,3047
2019-06,Maharashtra,Non-Renewable,Natural Gas,3207.08
2019-06,Maharashtra,Non-Renewable,Nuclear,1400
2019-06,Maharashtra,Non-Renewable,Thermal,25886
2019-06,Maharashtra,Renewable,Bio Bagasse Cogen,2499.7
2019-06,Maharashtra,Renewable,Bio Other Cogen,16.4
2019-06,Maharashtra,Renewable,Bio Waste,12.59
2019-06,Maharashtra,Renewable,Small Hydro,375.57
2019-06,Maharashtra,Renewable,Solar Ground,1447.3
2019-06,Maharashtra,Renewable,Solar Rooftop,196.55
2019-06,Maharashtra,Renewable,Wind,4794.13
2019-06,Manipur,Non-Renewable,Hydro,105
2019-06,Manipur,Non-Renewable,Thermal,36
2019-06,Manipur,Renewable,Small Hydro,5.45
2019-06,Manipur,Renewable,Solar Rooftop,3.64
2019-06,Meghalaya,Non-Renewable,Hydro,322
2019-06,Meghalaya,Renewable,Bio Other Cogen,13.8
2019-06,Meghalaya,Renewable,Small Hydro,32.53
2019-06,Meghalaya,Renewable,Solar Rooftop,0.12
2019-06,Mizoram,Non-Renewable,Hydro,60
2019-06,Mizoram,Renewable,Small Hydro,36.47
2019-06,Mizoram,Renewable,Solar Ground,0.1
2019-06,Mizoram,Renewable,Solar Rooftop,0.56
2019-06,Nagaland,Non-Renewable,Hydro,75
2019-06,Nagaland,Renewable,Small Hydro,30.67
2019-06,Nagaland,Renewable,Solar Rooftop,1
2019-06,Odisha,Non-Renewable,Hydro,2142.25
2019-06,Odisha,Non-Renewable,Thermal,7680
2019-06,Odisha,Renewable,Bio Bagasse Cogen,50.4
2019-06,Odisha,Renewable,Bio Other Cogen,8.82
2019-06,Odisha,Renewable,Small Hydro,64.625
2019-06,Odisha,Renewable,Solar Ground,383.56
2019-06,Odisha,Renewable,Solar Rooftop,13.52
2019-06,Others,Renewable,Wind,4.3
2019-06,Pondicherry,Non-Renewable,Natural Gas,32.5
2019-06,Pondicherry,Renewable,Solar Ground,0.03
2019-06,Pondicherry,Renewable,Solar Rooftop,3.17
2019-06,Punjab,Non-Renewable,Hydro,941
2019-06,Punjab,Non-Renewable,Thermal,5680
2019-06,Punjab,Renewable,Bio Bagasse Cogen,194
2019-06,Punjab,Renewable,Bio Other Cogen,123.1
2019-06,Punjab,Renewable,Bio Waste,9.25
2019-06,Punjab,Renewable,Small Hydro,173.55
2019-06,Punjab,Renewable,Solar Ground,828.1
2019-06,Punjab,Renewable,Solar Rooftop,77.52
2019-06,Rajasthan,Non-Renewable,Hydro,411
2019-06,Rajasthan,Non-Renewable,Natural Gas,1023.13
2019-06,Rajasthan,Non-Renewable,Nuclear,1180
2019-06,Rajasthan,Non-Renewable,Thermal,9160
2019-06,Rajasthan,Renewable,Bio Bagasse Cogen,119.3
2019-06,Rajasthan,Renewable,Bio Other Cogen,2
2019-06,Rajasthan,Renewable,Small Hydro,23.85
2019-06,Rajasthan,Renewable,Solar Ground,3398.44
2019-06,Rajasthan,Renewable,Solar Rooftop,154.36
2019-06,Rajasthan,Renewable,Wind,4299.72
2019-06,Sikkim,Non-Renewable,Hydro,2169
2019-06,Sikkim,Renewable,Small Hydro,52.11
2019-06,Sikkim,Renewable,Solar Rooftop,0.01
2019-06,Tamil Nadu,Non-Renewable,Hydro,2178.2
2019-06,Tamil Nadu,Non-Renewable,Natural Gas,1017.18
2019-06,Tamil Nadu,Non-Renewable,Nuclear,2440
2019-06,Tamil Nadu,Non-Renewable,Thermal,12871.7
2019-06,Tamil Nadu,Renewable,Bio Bagasse Cogen,969
2019-06,Tamil Nadu,Renewable,Bio Other Cogen,28.55
2019-06,Tamil Nadu,Renewable,Bio Waste,6.4
2019-06,Tamil Nadu,Renewable,Small Hydro,123.05
2019-06,Tamil Nadu,Renewable,Solar Ground,2663.48
2019-06,Tamil Nadu,Renewable,Solar Rooftop,151.51
2019-06,Tamil Nadu,Renewable,Wind,9199.61
2019-06,Telangana,Non-Renewable,Hydro,2405.6
2019-06,Telangana,Non-Renewable,Thermal,7182.5
2019-06,Telangana,Renewable,Bio Bagasse Cogen,158.1
2019-06,Telangana,Renewable,Bio Other Cogen,1
2019-06,Telangana,Renewable,Bio Waste,18.5
2019-06,Telangana,Renewable,Small Hydro,90.87
2019-06,Telangana,Renewable,Solar Ground,3530.29
2019-06,Telangana,Renewable,Solar Rooftop,90.46
2019-06,Telangana,Renewable,Wind,128.1
2019-06,Tripura,Non-Renewable,Natural Gas,1132.1
2019-06,Tripura,Renewable,Small Hydro,16.01
2019-06,Tripura,Renewable,Solar Ground,5
2019-06,Tripura,Renewable,Solar Rooftop,4.41
2019-06,Uttar Pradesh,Non-Renewable,Hydro,501.6
2019-06,Uttar Pradesh,Non-Renewable,Natural Gas,1493.14
2019-06,Uttar Pradesh,Non-Renewable,Nuclear,440
2019-06,Uttar Pradesh,Non-Renewable,Thermal,21749
2019-06,Uttar Pradesh,Renewable,Bio Bagasse Cogen,1957.5
2019-06,Uttar Pradesh,Renewable,Bio Other Cogen,158.01
2019-06,Uttar Pradesh,Renewable,Small Hydro,25.1
2019-06,Uttar Pradesh,Renewable,Solar Ground,899
2019-06,Uttar Pradesh,Renewable,Solar Rooftop,146.1
2019-06,Uttarakhand,Non-Renewable,Hydro,3756.35
2019-06,Uttarakhand,Non-Renewable,Natural Gas,450
2019-06,Uttarakhand,Renewable,Bio Bagasse Cogen,73
2019-06,Uttarakhand,Renewable,Bio Other Cogen,57.5
2019-06,Uttarakhand,Renewable,Small Hydro,214.32
2019-06,Uttarakhand,Renewable,Solar Ground,239.78
2019-06,Uttarakhand,Renewable,Solar Rooftop,72.88
2019-06,West Bengal,Non-Renewable,Hydro,1341.2
2019-06,West Bengal,Non-Renewable,Natural Gas,80
2019-06,West Bengal,Non-Renewable,Thermal,14275
2019-06,West Bengal,Renewable,Bio Bagasse Cogen,300
2019-06,West Bengal,Renewable,Bio Other Cogen,19.92
2019-06,West Bengal,Renewable,Small Hydro,98.5
2019-06,West Bengal,Renewable,Solar Ground,50
2019-06,West Bengal,Renewable,Solar Rooftop,40.64
2020-06,Andaman & Nicobar,Non-Renewable,Thermal,40.048
2020-06,Andaman & Nicobar,Renewable,Small Hydro,5.25
2020-06,Andaman & Nicobar,Renewable,Solar Ground,7.6
2020-06,Andaman & Nicobar,Renewable,Solar Rooftop,4.59
2020-06,Andhra Pradesh,Non-Renewable,Hydro,1610
2020-06,Andhra Pradesh,Non-Renewable,Natural Gas,4898.544
2020-06,Andhra Pradesh,Non-Renewable,Thermal,11626.8
2020-06,Andhra Pradesh,Renewable,Bio Bagasse Cogen,378.2
2020-06,Andhra Pradesh,Renewable,Bio Other Cogen,98.98
2020-06,Andhra Pradesh,Renewable,Bio Waste,23.16
2020-06,Andhra Pradesh,Renewable,Small Hydro,162.11
2020-06,Andhra Pradesh,Renewable,Solar Ground,3530.74
2020-06,Andhra Pradesh,Renewable,Solar Rooftop,88.03
2020-06,Andhra Pradesh,Renewable,Wind,4092.45
2020-06,Arunachal Pradesh,Non-Renewable,Hydro,815
2020-06,Arunachal Pradesh,Renewable,Small Hydro,131.105
2020-06,Arunachal Pradesh,Renewable,Solar Ground,1.27
2020-06,Arunachal Pradesh,Renewable,Solar Rooftop,4.34
2020-06,Assam,Non-Renewable,Hydro,350
2020-06,Assam,Non-Renewable,Natural Gas,655.355
2020-06,Assam,Non-Renewable,Thermal,750
2020-06,Assam,Renewable,Small Hydro,34.11
2020-06,Assam,Renewable,Solar Ground,10.67
2020-06,Assam,Renewable,Solar Rooftop,30.56
2020-06,Bihar,Non-Renewable,Thermal,6390
2020-06,Bihar,Renewable,Bio Bagasse Cogen,113
2020-06,Bihar,Renewable,Bio Other Cogen,8.2
2020-06,Bihar,Renewable,Small Hydro,70.7
2020-06,Bihar,Renewable,Solar Ground,138.93
2020-06,Bihar,Renewable,Solar Rooftop,14.42
2020-06,Chandigarh,Renewable,Solar Ground,6.34
2020-06,Chandigarh,Renewable,Solar Rooftop,35.21
2020-06,Chhatisgarh,Non-Renewable,Hydro,120
2020-06,Chhatisgarh,Non-Renewable,Thermal,23128
2020-06,Chhatisgarh,Renewable,Bio Bagasse Cogen,242
2020-06,Chhatisgarh,Renewable,Bio Other Cogen,2.5
2020-06,Chhatisgarh,Renewable,Small Hydro,76
2020-06,Chhatisgarh,Renewable,Solar Ground,215.83
2020-06,Chhatisgarh,Renewable,Solar Rooftop,15.52
2020-06,Dadar & Nagar Haveli,Renewable,Solar Ground,2.49
2020-06,Dadar & Nagar Haveli,Renewable,Solar Rooftop,2.97
2020-06,Daman & Diu,Renewable,Solar Ground,10.15
2020-06,Daman & Diu,Renewable,Solar Rooftop,9.71
2020-06,Delhi,Non-Renewable,Natural Gas,2208.4
2020-06,Delhi,Renewable,Bio Waste,52
2020-06,Delhi,Renewable,Solar Ground,8.96
2020-06,Delhi,Renewable,Solar Rooftop,156.2
2020-06,Goa,Non-Renewable,Natural Gas,48
2020-06,Goa,Renewable,Bio Waste,0.34
2020-06,Goa,Renewable,Small Hydro,0.05
2020-06,Goa,Renewable,Solar Ground,0.95
2020-06,Goa,Renewable,Solar Rooftop,3.83
2020-06,Gujarat,Non-Renewable,Hydro,1990
2020-06,Gujarat,Non-Renewable,Natural Gas,7551.41
2020-06,Gujarat,Non-Renewable,Nuclear,440
2020-06,Gujarat,Non-Renewable,Thermal,16232
2020-06,Gujarat,Renewable,Bio Bagasse Cogen,65.3
2020-06,Gujarat,Renewable,Bio Other Cogen,12
2020-06,Gujarat,Renewable,Small Hydro,68.95
2020-06,Gujarat,Renewable,Solar Ground,2442.27
2020-06,Gujarat,Renewable,Solar Rooftop,611.42
2020-06,Gujarat,Renewable,Wind,7623.12
2020-06,Haryana,Non-Renewable,Natural Gas,431.59
2020-06,Haryana,Non-Renewable,Thermal,5330
2020-06,Haryana,Renewable,Bio Bagasse Cogen,121.4
2020-06,Haryana,Renewable,Bio Other Cogen,84.26
2020-06,Haryana,Renewable,Bio Waste,1.2
2020-06,Haryana,Renewable,Small Hydro,73.5
2020-06,Haryana,Renewable,Solar Ground,130.8
2020-06,Haryana,Renewable,Solar Rooftop,121.82
2020-06,Himachal Pradesh,Non-Renewable,Hydro,9809.02
2020-06,Himachal Pradesh,Renewable,Bio Other Cogen,7.2
2020-06,Himachal Pradesh,Renewable,Small Hydro,911.51
2020-06,Himachal Pradesh,Renewable,Solar Ground,22.75
2020-06,Himachal Pradesh,Renewable,Solar Rooftop,17.39
2020-06,Jammu & Kashmir,Non-Renewable,Hydro,3360
2020-06,Jammu & Kashmir,Non-Renewable,Natural Gas,175
2020-06,Jammu & Kashmir,Renewable,Small Hydro,185.48
2020-06,Jammu & Kashmir,Renewable,Solar Ground,8.49
2020-06,Jammu & Kashmir,Renewable,Solar Rooftop,10.95
2020-06,Jharkhand,Non-Renewable,Hydro,210
2020-06,Jharkhand,Non-Renewable,Thermal,4460
2020-06,Jharkhand,Renewable,Bio Other Cogen,4.3
2020-06,Jharkhand,Renewable,Small Hydro,4.05
2020-06,Jharkhand,Renewable,Solar Ground,19.05
2020-06,Jharkhand,Renewable,Solar Rooftop,19.99
2020-06,Karnataka,Non-Renewable,Hydro,3644.2
2020-06,Karnataka,Non-Renewable,Nuclear,880
2020-06,Karnataka,Non-Renewable,Thermal,9505.2
2020-06,Karnataka,Renewable,Bio Bagasse Cogen,1866.6
2020-06,Karnataka,Renewable,Bio Other Cogen,20.2
2020-06,Karnataka,Renewable,Bio Waste,1
2020-06,Karnataka,Renewable,Small Hydro,1280.73
2020-06,Karnataka,Renewable,Solar Ground,7045.16
2020-06,Karnataka,Renewable,Solar Rooftop,232.77
2020-06,Karnataka,Renewable,Wind,4794.8
2020-06,Kerala,Non-Renewable,Hydro,1856.5
2020-06,Kerala,Non-Renewable,Natural Gas,533.58
2020-06,Kerala,Non-Renewable,Thermal,159.96
2020-06,Kerala,Renewable,Bio Other Cogen,0.72
2020-06,Kerala,Renewable,Small Hydro,222.02
2020-06,Kerala,Renewable,Solar Ground,100
2020-06,Kerala,Renewable,Solar Rooftop,46.62
2020-06,Kerala,Renewable,Wind,62.5
2020-06,Ladakh,Non-Renewable,Hydro,89
2020-06,Lakshwadeep,Renewable,Solar Ground,0.75
2020-06,Madhya Pradesh,Non-Renewable,Hydro,2235
2020-06,Madhya Pradesh,Non-Renewable,Thermal,21150
2020-06,Madhya Pradesh,Renewable,Bio Bagasse Cogen,93
2020-06,Madhya Pradesh,Renewable,Bio Other Cogen,12.35
2020-06,Madhya Pradesh,Renewable,Bio Waste,15.4
2020-06,Madhya Pradesh,Renewable,Small Hydro,95.91
2020-06,Madhya Pradesh,Renewable,Solar Ground,2258.81
2020-06,Madhya Pradesh,Renewable,Solar Rooftop,52.99
2020-06,Madhya Pradesh,Renewable,Wind,2519.89
2020-06,Maharashtra,Non-Renewable,Hydro,3047
2020-06,Maharashtra,Non-Renewable,Natural Gas,3207.08
2020-06,Maharashtra,Non-Renewable,Nuclear,1400
2020-06,Maharashtra,Non-Renewable,Thermal,24966
2020-06,Maharashtra,Renewable,Bio Bagasse Cogen,2499.7
2020-06,Maharashtra,Renewable,Bio Other Cogen,16.4
2020-06,Maharashtra,Renewable,Bio Waste,12.59
2020-06,Maharashtra,Renewable,Small Hydro,379.575
2020-06,Maharashtra,Renewable,Solar Ground,1612.24
2020-06,Maharashtra,Renewable,Solar Rooftop,257.73
2020-06,Maharashtra,Renewable,Wind,5000.33
2020-06,Manipur,Non-Renewable,Hydro,105
2020-06,Manipur,Non-Renewable,Thermal,36
2020-06,Manipur,Renewable,Small Hydro,5.45
2020-06,Manipur,Renewable,Solar Rooftop,6.35
2020-06,Meghalaya,Non-Renewable,Hydro,322
2020-06,Meghalaya,Renewable,Bio Other Cogen,13.8
2020-06,Meghalaya,Renewable,Small Hydro,32.53
2020-06,Meghalaya,Renewable,Solar Rooftop,0.12
2020-06,Mizoram,Non-Renewable,Hydro,60
2020-06,Mizoram,Renewable,Small Hydro,36.47
2020-06,Mizoram,Renewable,Solar Ground,0.1
2020-06,Mizoram,Renewable,Solar Rooftop,1.42
2020-06,Nagaland,Non-Renewable,Hydro,75
2020-06,Nagaland,Renewable,Small Hydro,30.67
2020-06,Nagaland,Renewable,Solar Rooftop,1
2020-06,Odisha,Non-Renewable,Hydro,2142.25
2020-06,Odisha,Non-Renewable,Thermal,9800
2020-06,Odisha,Renewable,Bio Bagasse Cogen,50.4
2020-06,Odisha,Renewable,Bio Other Cogen,8.82
2020-06,Odisha,Renewable,Small Hydro,64.625
2020-06,Odisha,Renewable,Solar Ground,383.56
2020-06,Odisha,Renewable,Solar Rooftop,15.38
2020-06,Others,Renewable,Wind,4.3
2020-06,Pondicherry,Non-Renewable,Natural Gas,32.5
2020-06,Pondicherry,Renewable,Solar Ground,0.03
2020-06,Pondicherry,Renewable,Solar Rooftop,7.17
2020-06,Punjab,Non-Renewable,Hydro,1096.3
2020-06,Punjab,Non-Renewable,Thermal,5680
2020-06,Punjab,Renewable,Bio Bagasse Cogen,194
2020-06,Punjab,Renewable,Bio Other Cogen,123.1
2020-06,Punjab,Renewable,Bio Waste,10.75
2020-06,Punjab,Renewable,Small Hydro,173.55
2020-06,Punjab,Renewable,Solar Ground,828.58
2020-06,Punjab,Renewable,Solar Rooftop,118.52
2020-06,Rajasthan,Non-Renewable,Hydro,411
2020-06,Rajasthan,Non-Renewable,Natural Gas,1023.13
2020-06,Rajasthan,Non-Renewable,Nuclear,1180
2020-06,Rajasthan,Non-Renewable,Thermal,9820
