YYYY-MM-DD,Capacity (MW),Type,State,GenType
01-12-2015,0,Non-Renewable,Jharkhand,Nuclear
01-12-2015,210,Non-Renewable,Jharkhand,Hydro
01-12-2015,5870,Non-Renewable,Jharkhand,Total
01-12-2015,8530,Non-Renewable,Odisha,Thermal
01-12-2015,0,Non-Renewable,Odisha,Natural Gas
01-12-2015,0,Non-Renewable,Odisha,Nuclear
01-12-2015,2142.25,Non-Renewable,Odisha,Hydro
01-12-2015,10672.25,Non-Renewable,Odisha,Total
01-12-2015,0,Non-Renewable,Sikkim,Thermal
01-12-2015,0,Non-Renewable,Sikkim,Natural Gas
01-12-2015,0,Non-Renewable,Sikkim,Nuclear
01-12-2015,765,Non-Renewable,Sikkim,Hydro
01-12-2015,765,Non-Renewable,Sikkim,Total
01-12-2015,14015,Non-Renewable,West Bengal,Thermal
01-12-2015,170,Non-Renewable,West Bengal,Natural Gas
01-12-2015,0,Non-Renewable,West Bengal,Nuclear
01-12-2015,1172.2,Non-Renewable,West Bengal,Hydro
01-12-2015,15357.2,Non-Renewable,West Bengal,Total
01-12-2015,0,Non-Renewable,Arunachal Pradesh,Thermal
01-12-2015,0,Non-Renewable,Arunachal Pradesh,Natural Gas
01-12-2015,0,Non-Renewable,Arunachal Pradesh,Nuclear
01-12-2015,405,Non-Renewable,Arunachal Pradesh,Hydro
01-12-2015,405,Non-Renewable,Arunachal Pradesh,Total
01-12-2015,310,Non-Renewable,Assam,Thermal
01-12-2015,567.2,Non-Renewable,Assam,Natural Gas
01-12-2015,0,Non-Renewable,Assam,Nuclear
01-12-2015,325,Non-Renewable,Assam,Hydro
01-12-2015,1202.2,Non-Renewable,Assam,Total
01-12-2015,36,Non-Renewable,Manipur,Thermal
01-12-2015,0,Non-Renewable,Manipur,Natural Gas
01-12-2015,0,Non-Renewable,Manipur,Nuclear
01-12-2015,105,Non-Renewable,Manipur,Hydro
01-12-2015,141,Non-Renewable,Manipur,Total
01-12-2015,0,Non-Renewable,Meghalaya,Thermal
01-12-2015,0,Non-Renewable,Meghalaya,Natural Gas
01-12-2015,0,Non-Renewable,Meghalaya,Nuclear
01-12-2015,332,Non-Renewable,Meghalaya,Hydro
01-12-2015,332,Non-Renewable,Meghalaya,Total
01-12-2015,0,Non-Renewable,Mizoram,Thermal
01-12-2015,0,Non-Renewable,Mizoram,Natural Gas
01-12-2015,0,Non-Renewable,Mizoram,Nuclear
01-12-2015,0,Non-Renewable,Mizoram,Hydro
01-12-2015,0,Non-Renewable,Mizoram,Total
01-12-2015,0,Non-Renewable,Nagaland,Thermal
01-12-2015,0,Non-Renewable,Nagaland,Natural Gas
01-12-2015,0,Non-Renewable,Nagaland,Nuclear
01-12-2015,75,Non-Renewable,Nagaland,Hydro
01-12-2015,75,Non-Renewable,Nagaland,Total
01-12-2015,0,Non-Renewable,Tripura,Thermal
01-12-2015,1071,Non-Renewable,Tripura,Natural Gas
01-12-2015,0,Non-Renewable,Tripura,Nuclear
01-12-2015,0,Non-Renewable,Tripura,Hydro
01-12-2015,1071,Non-Renewable,Tripura,Total
01-12-2015,5482.5,Non-Renewable,Telangana,Thermal
01-12-2015,0,Non-Renewable,Telangana,Natural Gas
01-12-2015,0,Non-Renewable,Telangana,Nuclear
01-12-2015,2576.6,Non-Renewable,Telangana,Hydro
01-12-2015,8059.1,Non-Renewable,Telangana,Total
01-12-2015,0,Non-Renewable,Ladakh,Thermal
01-12-2015,0,Non-Renewable,Ladakh,Natural Gas
01-12-2015,0,Non-Renewable,Ladakh,Nuclear
01-12-2015,0,Non-Renewable,Ladakh,Hydro
01-12-2015,0,Non-Renewable,Ladakh,Total
01-01-2016,840,Non-Renewable,Delhi,Thermal
01-01-2016,2208.4,Non-Renewable,Delhi,Natural Gas
01-01-2016,0,Non-Renewable,Delhi,Nuclear
01-01-2016,0,Non-Renewable,Delhi,Hydro
01-01-2016,3048.4,Non-Renewable,Delhi,Total
01-01-2016,5980,Non-Renewable,Haryana,Thermal
01-01-2016,431.59,Non-Renewable,Haryana,Natural Gas
01-01-2016,0,Non-Renewable,Haryana,Nuclear
01-01-2016,0,Non-Renewable,Haryana,Hydro
01-01-2016,6411.59,Non-Renewable,Haryana,Total
01-01-2016,0,Non-Renewable,Himachal Pradesh,Thermal
01-01-2016,0,Non-Renewable,Himachal Pradesh,Natural Gas
01-01-2016,0,Non-Renewable,Himachal Pradesh,Nuclear
01-01-2016,9481.32,Non-Renewable,Himachal Pradesh,Hydro
01-01-2016,9481.32,Non-Renewable,Himachal Pradesh,Total
01-01-2016,0,Non-Renewable,Jammu & Kashmir,Thermal
01-01-2016,175,Non-Renewable,Jammu & Kashmir,Natural Gas
01-01-2016,0,Non-Renewable,Jammu & Kashmir,Nuclear
01-01-2016,3119,Non-Renewable,Jammu & Kashmir,Hydro
01-01-2016,3294,Non-Renewable,Jammu & Kashmir,Total
01-01-2016,5340,Non-Renewable,Punjab,Thermal
01-01-2016,0,Non-Renewable,Punjab,Natural Gas
01-01-2016,0,Non-Renewable,Punjab,Nuclear
01-01-2016,1051,Non-Renewable,Punjab,Hydro
01-01-2016,6391,Non-Renewable,Punjab,Total
01-01-2016,7840,Non-Renewable,Rajasthan,Thermal
01-01-2016,1023.13,Non-Renewable,Rajasthan,Natural Gas
01-01-2016,1180,Non-Renewable,Rajasthan,Nuclear
01-01-2016,411,Non-Renewable,Rajasthan,Hydro
01-01-2016,10454.13,Non-Renewable,Rajasthan,Total
01-01-2016,17903,Non-Renewable,Uttar Pradesh,Thermal
01-01-2016,1493.14,Non-Renewable,Uttar Pradesh,Natural Gas
01-01-2016,440,Non-Renewable,Uttar Pradesh,Nuclear
01-01-2016,501.6,Non-Renewable,Uttar Pradesh,Hydro
01-01-2016,20337.74,Non-Renewable,Uttar Pradesh,Total
01-01-2016,0,Non-Renewable,Uttarakhand,Thermal
01-01-2016,0,Non-Renewable,Uttarakhand,Natural Gas
01-01-2016,0,Non-Renewable,Uttarakhand,Nuclear
01-01-2016,3756.35,Non-Renewable,Uttarakhand,Hydro
01-01-2016,3756.35,Non-Renewable,Uttarakhand,Total
01-01-2016,18473,Non-Renewable,Chhatisgarh,Thermal
01-01-2016,0,Non-Renewable,Chhatisgarh,Natural Gas
01-01-2016,0,Non-Renewable,Chhatisgarh,Nuclear
01-01-2016,120,Non-Renewable,Chhatisgarh,Hydro
01-01-2016,18593,Non-Renewable,Chhatisgarh,Total
01-01-2016,0,Non-Renewable,Goa,Thermal
01-01-2016,48,Non-Renewable,Goa,Natural Gas
01-01-2016,0,Non-Renewable,Goa,Nuclear
01-01-2016,0,Non-Renewable,Goa,Hydro
01-01-2016,48,Non-Renewable,Goa,Total
01-01-2016,15712,Non-Renewable,Gujarat,Thermal
01-01-2016,7695.41,Non-Renewable,Gujarat,Natural Gas
01-01-2016,440,Non-Renewable,Gujarat,Nuclear
01-01-2016,1990,Non-Renewable,Gujarat,Hydro
01-01-2016,25837.41,Non-Renewable,Gujarat,Total
01-01-2016,16105,Non-Renewable,Madhya Pradesh,Thermal
01-01-2016,0,Non-Renewable,Madhya Pradesh,Natural Gas
01-01-2016,0,Non-Renewable,Madhya Pradesh,Nuclear
01-01-2016,2395,Non-Renewable,Madhya Pradesh,Hydro
01-01-2016,18500,Non-Renewable,Madhya Pradesh,Total
01-01-2016,21556,Non-Renewable,Maharashtra,Thermal
01-01-2016,3072,Non-Renewable,Maharashtra,Natural Gas
01-01-2016,1400,Non-Renewable,Maharashtra,Nuclear
01-01-2016,2887,Non-Renewable,Maharashtra,Hydro
01-01-2016,28915,Non-Renewable,Maharashtra,Total
01-01-2016,9186.8,Non-Renewable,Andhra Pradesh,Thermal
01-01-2016,4880.4,Non-Renewable,Andhra Pradesh,Natural Gas
01-01-2016,0,Non-Renewable,Andhra Pradesh,Nuclear
01-01-2016,1100,Non-Renewable,Andhra Pradesh,Hydro
01-01-2016,15167.2,Non-Renewable,Andhra Pradesh,Total
01-01-2016,5014.42,Non-Renewable,Karnataka,Thermal
01-01-2016,0,Non-Renewable,Karnataka,Natural Gas
01-01-2016,880,Non-Renewable,Karnataka,Nuclear
01-01-2016,3657.4,Non-Renewable,Karnataka,Hydro
01-01-2016,9551.82,Non-Renewable,Karnataka,Total
01-01-2016,234.6,Non-Renewable,Kerala,Thermal
01-01-2016,533.58,Non-Renewable,Kerala,Natural Gas
01-01-2016,0,Non-Renewable,Kerala,Nuclear
01-01-2016,1881.5,Non-Renewable,Kerala,Hydro
01-01-2016,2649.68,Non-Renewable,Kerala,Total
01-01-2016,0,Non-Renewable,Lakshadweep,Thermal
01-01-2016,0,Non-Renewable,Lakshadweep,Natural Gas
01-01-2016,0,Non-Renewable,Lakshadweep,Nuclear
01-01-2016,0,Non-Renewable,Lakshadweep,Hydro
01-01-2016,0,Non-Renewable,Lakshadweep,Total
01-01-2016,0,Non-Renewable,Pondicherry,Thermal
01-01-2016,32.5,Non-Renewable,Pondicherry,Natural Gas
01-01-2016,0,Non-Renewable,Pondicherry,Nuclear
01-01-2016,0,Non-Renewable,Pondicherry,Hydro
01-01-2016,32.5,Non-Renewable,Pondicherry,Total
01-01-2016,13021.7,Non-Renewable,Tamil Nadu,Thermal
01-01-2016,1017.18,Non-Renewable,Tamil Nadu,Natural Gas
01-01-2016,1440,Non-Renewable,Tamil Nadu,Nuclear
01-01-2016,2182.2,Non-Renewable,Tamil Nadu,Hydro
01-01-2016,17661.08,Non-Renewable,Tamil Nadu,Total
01-01-2016,40.05,Non-Renewable,Andaman & Nicobar,Thermal
01-01-2016,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-01-2016,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-01-2016,0,Non-Renewable,Andaman & Nicobar,Hydro
01-01-2016,40.05,Non-Renewable,Andaman & Nicobar,Total
01-01-2016,4285,Non-Renewable,Bihar,Thermal
01-01-2016,0,Non-Renewable,Bihar,Natural Gas
01-01-2016,0,Non-Renewable,Bihar,Nuclear
01-01-2016,0,Non-Renewable,Bihar,Hydro
01-01-2016,4285,Non-Renewable,Bihar,Total
01-01-2016,5660,Non-Renewable,Jharkhand,Thermal
01-01-2016,0,Non-Renewable,Jharkhand,Natural Gas
01-01-2016,0,Non-Renewable,Jharkhand,Nuclear
01-01-2016,210,Non-Renewable,Jharkhand,Hydro
01-01-2016,5870,Non-Renewable,Jharkhand,Total
01-01-2016,8530,Non-Renewable,Odisha,Thermal
01-01-2016,0,Non-Renewable,Odisha,Natural Gas
01-01-2016,0,Non-Renewable,Odisha,Nuclear
01-01-2016,2142.25,Non-Renewable,Odisha,Hydro
01-01-2016,10672.25,Non-Renewable,Odisha,Total
01-01-2016,0,Non-Renewable,Sikkim,Thermal
01-01-2016,0,Non-Renewable,Sikkim,Natural Gas
01-01-2016,0,Non-Renewable,Sikkim,Nuclear
01-01-2016,765,Non-Renewable,Sikkim,Hydro
01-01-2016,765,Non-Renewable,Sikkim,Total
01-01-2016,14615,Non-Renewable,West Bengal,Thermal
01-01-2016,170,Non-Renewable,West Bengal,Natural Gas
01-01-2016,0,Non-Renewable,West Bengal,Nuclear
01-01-2016,1172.2,Non-Renewable,West Bengal,Hydro
01-01-2016,15957.2,Non-Renewable,West Bengal,Total
01-01-2016,0,Non-Renewable,Arunachal Pradesh,Thermal
01-01-2016,0,Non-Renewable,Arunachal Pradesh,Natural Gas
01-01-2016,0,Non-Renewable,Arunachal Pradesh,Nuclear
01-01-2016,405,Non-Renewable,Arunachal Pradesh,Hydro
01-01-2016,405,Non-Renewable,Arunachal Pradesh,Total
01-01-2016,310,Non-Renewable,Assam,Thermal
01-01-2016,567.2,Non-Renewable,Assam,Natural Gas
01-01-2016,0,Non-Renewable,Assam,Nuclear
01-01-2016,325,Non-Renewable,Assam,Hydro
01-01-2016,1202.2,Non-Renewable,Assam,Total
01-01-2016,36,Non-Renewable,Manipur,Thermal
01-01-2016,0,Non-Renewable,Manipur,Natural Gas
01-01-2016,0,Non-Renewable,Manipur,Nuclear
01-01-2016,105,Non-Renewable,Manipur,Hydro
01-01-2016,141,Non-Renewable,Manipur,Total
01-01-2016,0,Non-Renewable,Meghalaya,Thermal
01-01-2016,0,Non-Renewable,Meghalaya,Natural Gas
01-01-2016,0,Non-Renewable,Meghalaya,Nuclear
01-01-2016,332,Non-Renewable,Meghalaya,Hydro
01-01-2016,332,Non-Renewable,Meghalaya,Total
01-01-2016,0,Non-Renewable,Mizoram,Thermal
01-01-2016,0,Non-Renewable,Mizoram,Natural Gas
01-01-2016,0,Non-Renewable,Mizoram,Nuclear
01-01-2016,0,Non-Renewable,Mizoram,Hydro
01-01-2016,0,Non-Renewable,Mizoram,Total
01-01-2016,0,Non-Renewable,Nagaland,Thermal
01-01-2016,0,Non-Renewable,Nagaland,Natural Gas
01-01-2016,0,Non-Renewable,Nagaland,Nuclear
01-01-2016,75,Non-Renewable,Nagaland,Hydro
01-01-2016,75,Non-Renewable,Nagaland,Total
01-01-2016,0,Non-Renewable,Tripura,Thermal
01-01-2016,1106.6,Non-Renewable,Tripura,Natural Gas
01-01-2016,0,Non-Renewable,Tripura,Nuclear
01-01-2016,0,Non-Renewable,Tripura,Hydro
01-01-2016,1106.6,Non-Renewable,Tripura,Total
01-01-2016,5482.5,Non-Renewable,Telangana,Thermal
01-01-2016,0,Non-Renewable,Telangana,Natural Gas
01-01-2016,0,Non-Renewable,Telangana,Nuclear
01-01-2016,2616.6,Non-Renewable,Telangana,Hydro
01-01-2016,8099.1,Non-Renewable,Telangana,Total
01-01-2016,0,Non-Renewable,Ladakh,Thermal
01-01-2016,0,Non-Renewable,Ladakh,Natural Gas
01-01-2016,0,Non-Renewable,Ladakh,Nuclear
01-01-2016,0,Non-Renewable,Ladakh,Hydro
01-01-2016,0,Non-Renewable,Ladakh,Total
01-02-2016,840,Non-Renewable,Delhi,Thermal
01-02-2016,2208.4,Non-Renewable,Delhi,Natural Gas
01-02-2016,0,Non-Renewable,Delhi,Nuclear
01-02-2016,0,Non-Renewable,Delhi,Hydro
01-02-2016,3048.4,Non-Renewable,Delhi,Total
01-02-2016,5980,Non-Renewable,Haryana,Thermal
01-02-2016,431.59,Non-Renewable,Haryana,Natural Gas
01-02-2016,0,Non-Renewable,Haryana,Nuclear
01-02-2016,0,Non-Renewable,Haryana,Hydro
01-02-2016,6411.59,Non-Renewable,Haryana,Total
01-02-2016,0,Non-Renewable,Himachal Pradesh,Thermal
01-02-2016,0,Non-Renewable,Himachal Pradesh,Natural Gas
01-02-2016,0,Non-Renewable,Himachal Pradesh,Nuclear
01-02-2016,9481.32,Non-Renewable,Himachal Pradesh,Hydro
01-02-2016,9481.32,Non-Renewable,Himachal Pradesh,Total
01-02-2016,0,Non-Renewable,Jammu & Kashmir,Thermal
01-02-2016,175,Non-Renewable,Jammu & Kashmir,Natural Gas
01-02-2016,0,Non-Renewable,Jammu & Kashmir,Nuclear
01-02-2016,3119,Non-Renewable,Jammu & Kashmir,Hydro
01-02-2016,3294,Non-Renewable,Jammu & Kashmir,Total
01-02-2016,5610,Non-Renewable,Punjab,Thermal
01-02-2016,0,Non-Renewable,Punjab,Natural Gas
01-02-2016,0,Non-Renewable,Punjab,Nuclear
01-02-2016,1051,Non-Renewable,Punjab,Hydro
01-02-2016,6661,Non-Renewable,Punjab,Total
01-02-2016,7840,Non-Renewable,Rajasthan,Thermal
01-02-2016,1023.13,Non-Renewable,Rajasthan,Natural Gas
01-02-2016,1180,Non-Renewable,Rajasthan,Nuclear
01-02-2016,411,Non-Renewable,Rajasthan,Hydro
01-02-2016,10454.13,Non-Renewable,Rajasthan,Total
01-02-2016,17903,Non-Renewable,Uttar Pradesh,Thermal
01-02-2016,1493.14,Non-Renewable,Uttar Pradesh,Natural Gas
01-02-2016,440,Non-Renewable,Uttar Pradesh,Nuclear
01-02-2016,501.6,Non-Renewable,Uttar Pradesh,Hydro
01-02-2016,20337.74,Non-Renewable,Uttar Pradesh,Total
01-02-2016,0,Non-Renewable,Uttarakhand,Thermal
01-02-2016,0,Non-Renewable,Uttarakhand,Natural Gas
01-02-2016,0,Non-Renewable,Uttarakhand,Nuclear
01-02-2016,3756.35,Non-Renewable,Uttarakhand,Hydro
01-02-2016,3756.35,Non-Renewable,Uttarakhand,Total
01-02-2016,18473,Non-Renewable,Chhatisgarh,Thermal
01-02-2016,0,Non-Renewable,Chhatisgarh,Natural Gas
01-02-2016,0,Non-Renewable,Chhatisgarh,Nuclear
01-02-2016,120,Non-Renewable,Chhatisgarh,Hydro
01-02-2016,18593,Non-Renewable,Chhatisgarh,Total
01-02-2016,0,Non-Renewable,Goa,Thermal
01-02-2016,48,Non-Renewable,Goa,Natural Gas
01-02-2016,0,Non-Renewable,Goa,Nuclear
01-02-2016,0,Non-Renewable,Goa,Hydro
01-02-2016,48,Non-Renewable,Goa,Total
01-02-2016,15712,Non-Renewable,Gujarat,Thermal
01-02-2016,7695.41,Non-Renewable,Gujarat,Natural Gas
01-02-2016,440,Non-Renewable,Gujarat,Nuclear
01-02-2016,1990,Non-Renewable,Gujarat,Hydro
01-02-2016,25837.41,Non-Renewable,Gujarat,Total
01-02-2016,15985,Non-Renewable,Madhya Pradesh,Thermal
01-02-2016,0,Non-Renewable,Madhya Pradesh,Natural Gas
01-02-2016,0,Non-Renewable,Madhya Pradesh,Nuclear
01-02-2016,2395,Non-Renewable,Madhya Pradesh,Hydro
01-02-2016,18380,Non-Renewable,Madhya Pradesh,Total
01-02-2016,21556,Non-Renewable,Maharashtra,Thermal
01-02-2016,3072,Non-Renewable,Maharashtra,Natural Gas
01-02-2016,1400,Non-Renewable,Maharashtra,Nuclear
01-02-2016,2887,Non-Renewable,Maharashtra,Hydro
01-02-2016,28915,Non-Renewable,Maharashtra,Total
01-02-2016,9186.8,Non-Renewable,Andhra Pradesh,Thermal
01-02-2016,4880.4,Non-Renewable,Andhra Pradesh,Natural Gas
01-02-2016,0,Non-Renewable,Andhra Pradesh,Nuclear
01-02-2016,1100,Non-Renewable,Andhra Pradesh,Hydro
01-02-2016,15167.2,Non-Renewable,Andhra Pradesh,Total
01-02-2016,5014.42,Non-Renewable,Karnataka,Thermal
01-02-2016,0,Non-Renewable,Karnataka,Natural Gas
01-02-2016,880,Non-Renewable,Karnataka,Nuclear
01-02-2016,3657.4,Non-Renewable,Karnataka,Hydro
01-02-2016,9551.82,Non-Renewable,Karnataka,Total
01-02-2016,234.6,Non-Renewable,Kerala,Thermal
01-02-2016,533.58,Non-Renewable,Kerala,Natural Gas
01-02-2016,0,Non-Renewable,Kerala,Nuclear
01-02-2016,1881.5,Non-Renewable,Kerala,Hydro
01-02-2016,2649.68,Non-Renewable,Kerala,Total
01-02-2016,0,Non-Renewable,Lakshadweep,Thermal
01-02-2016,0,Non-Renewable,Lakshadweep,Natural Gas
01-02-2016,0,Non-Renewable,Lakshadweep,Nuclear
01-02-2016,0,Non-Renewable,Lakshadweep,Hydro
01-02-2016,0,Non-Renewable,Lakshadweep,Total
01-02-2016,0,Non-Renewable,Pondicherry,Thermal
01-02-2016,32.5,Non-Renewable,Pondicherry,Natural Gas
01-02-2016,0,Non-Renewable,Pondicherry,Nuclear
01-02-2016,0,Non-Renewable,Pondicherry,Hydro
01-02-2016,32.5,Non-Renewable,Pondicherry,Total
01-02-2016,13021.7,Non-Renewable,Tamil Nadu,Thermal
01-02-2016,1017.18,Non-Renewable,Tamil Nadu,Natural Gas
01-02-2016,1440,Non-Renewable,Tamil Nadu,Nuclear
01-02-2016,2182.2,Non-Renewable,Tamil Nadu,Hydro
01-02-2016,17661.08,Non-Renewable,Tamil Nadu,Total
01-02-2016,40.05,Non-Renewable,Andaman & Nicobar,Thermal
01-02-2016,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-02-2016,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-02-2016,0,Non-Renewable,Andaman & Nicobar,Hydro
01-02-2016,40.05,Non-Renewable,Andaman & Nicobar,Total
01-02-2016,4285,Non-Renewable,Bihar,Thermal
01-02-2016,0,Non-Renewable,Bihar,Natural Gas
01-02-2016,0,Non-Renewable,Bihar,Nuclear
01-02-2016,0,Non-Renewable,Bihar,Hydro
01-02-2016,4285,Non-Renewable,Bihar,Total
01-02-2016,5660,Non-Renewable,Jharkhand,Thermal
01-02-2016,0,Non-Renewable,Jharkhand,Natural Gas
01-02-2016,0,Non-Renewable,Jharkhand,Nuclear
01-02-2016,210,Non-Renewable,Jharkhand,Hydro
01-02-2016,5870,Non-Renewable,Jharkhand,Total
01-02-2016,8880,Non-Renewable,Odisha,Thermal
01-02-2016,0,Non-Renewable,Odisha,Natural Gas
01-02-2016,0,Non-Renewable,Odisha,Nuclear
01-02-2016,2142.25,Non-Renewable,Odisha,Hydro
01-02-2016,11022.25,Non-Renewable,Odisha,Total
01-02-2016,0,Non-Renewable,Sikkim,Thermal
01-02-2016,0,Non-Renewable,Sikkim,Natural Gas
01-02-2016,0,Non-Renewable,Sikkim,Nuclear
01-02-2016,765,Non-Renewable,Sikkim,Hydro
01-02-2016,765,Non-Renewable,Sikkim,Total
01-02-2016,14615,Non-Renewable,West Bengal,Thermal
01-02-2016,170,Non-Renewable,West Bengal,Natural Gas
01-02-2016,0,Non-Renewable,West Bengal,Nuclear
01-02-2016,1212.2,Non-Renewable,West Bengal,Hydro
01-02-2016,15997.2,Non-Renewable,West Bengal,Total
01-02-2016,0,Non-Renewable,Arunachal Pradesh,Thermal
01-02-2016,0,Non-Renewable,Arunachal Pradesh,Natural Gas
01-02-2016,0,Non-Renewable,Arunachal Pradesh,Nuclear
01-02-2016,405,Non-Renewable,Arunachal Pradesh,Hydro
01-02-2016,405,Non-Renewable,Arunachal Pradesh,Total
01-02-2016,310,Non-Renewable,Assam,Thermal
01-02-2016,567.2,Non-Renewable,Assam,Natural Gas
01-02-2016,0,Non-Renewable,Assam,Nuclear
01-02-2016,325,Non-Renewable,Assam,Hydro
01-02-2016,1202.2,Non-Renewable,Assam,Total
01-02-2016,36,Non-Renewable,Manipur,Thermal
01-02-2016,0,Non-Renewable,Manipur,Natural Gas
01-02-2016,0,Non-Renewable,Manipur,Nuclear
01-02-2016,105,Non-Renewable,Manipur,Hydro
01-02-2016,141,Non-Renewable,Manipur,Total
01-02-2016,0,Non-Renewable,Meghalaya,Thermal
01-02-2016,0,Non-Renewable,Meghalaya,Natural Gas
01-02-2016,0,Non-Renewable,Meghalaya,Nuclear
01-02-2016,332,Non-Renewable,Meghalaya,Hydro
01-02-2016,332,Non-Renewable,Meghalaya,Total
01-02-2016,0,Non-Renewable,Mizoram,Thermal
01-02-2016,0,Non-Renewable,Mizoram,Natural Gas
01-02-2016,0,Non-Renewable,Mizoram,Nuclear
01-02-2016,0,Non-Renewable,Mizoram,Hydro
01-02-2016,0,Non-Renewable,Mizoram,Total
01-02-2016,0,Non-Renewable,Nagaland,Thermal
01-02-2016,0,Non-Renewable,Nagaland,Natural Gas
01-02-2016,0,Non-Renewable,Nagaland,Nuclear
01-02-2016,75,Non-Renewable,Nagaland,Hydro
01-02-2016,75,Non-Renewable,Nagaland,Total
01-02-2016,0,Non-Renewable,Tripura,Thermal
01-02-2016,1106.6,Non-Renewable,Tripura,Natural Gas
01-02-2016,0,Non-Renewable,Tripura,Nuclear
01-02-2016,0,Non-Renewable,Tripura,Hydro
01-02-2016,1106.6,Non-Renewable,Tripura,Total
01-02-2016,5482.5,Non-Renewable,Telangana,Thermal
01-02-2016,0,Non-Renewable,Telangana,Natural Gas
01-02-2016,0,Non-Renewable,Telangana,Nuclear
01-02-2016,2616.6,Non-Renewable,Telangana,Hydro
01-02-2016,8099.1,Non-Renewable,Telangana,Total
01-02-2016,0,Non-Renewable,Ladakh,Thermal
01-02-2016,0,Non-Renewable,Ladakh,Natural Gas
01-02-2016,0,Non-Renewable,Ladakh,Nuclear
01-02-2016,0,Non-Renewable,Ladakh,Hydro
01-02-2016,0,Non-Renewable,Ladakh,Total
01-03-2016,840,Non-Renewable,Delhi,Thermal
01-03-2016,2208.4,Non-Renewable,Delhi,Natural Gas
01-03-2016,0,Non-Renewable,Delhi,Nuclear
01-03-2016,0,Non-Renewable,Delhi,Hydro
01-03-2016,3048.4,Non-Renewable,Delhi,Total
01-03-2016,5980,Non-Renewable,Haryana,Thermal
01-03-2016,431.59,Non-Renewable,Haryana,Natural Gas
01-03-2016,0,Non-Renewable,Haryana,Nuclear
01-03-2016,0,Non-Renewable,Haryana,Hydro
01-03-2016,6411.59,Non-Renewable,Haryana,Total
01-03-2016,0,Non-Renewable,Himachal Pradesh,Thermal
01-03-2016,0,Non-Renewable,Himachal Pradesh,Natural Gas
01-03-2016,0,Non-Renewable,Himachal Pradesh,Nuclear
01-03-2016,9481.32,Non-Renewable,Himachal Pradesh,Hydro
01-03-2016,9481.32,Non-Renewable,Himachal Pradesh,Total
01-03-2016,0,Non-Renewable,Jammu & Kashmir,Thermal
01-03-2016,175,Non-Renewable,Jammu & Kashmir,Natural Gas
01-03-2016,0,Non-Renewable,Jammu & Kashmir,Nuclear
01-03-2016,3119,Non-Renewable,Jammu & Kashmir,Hydro
01-03-2016,3294,Non-Renewable,Jammu & Kashmir,Total
01-03-2016,6540,Non-Renewable,Punjab,Thermal
01-03-2016,0,Non-Renewable,Punjab,Natural Gas
01-03-2016,0,Non-Renewable,Punjab,Nuclear
01-03-2016,1051,Non-Renewable,Punjab,Hydro
01-03-2016,7591,Non-Renewable,Punjab,Total
01-03-2016,7840,Non-Renewable,Rajasthan,Thermal
01-03-2016,1023.13,Non-Renewable,Rajasthan,Natural Gas
01-03-2016,1180,Non-Renewable,Rajasthan,Nuclear
01-03-2016,411,Non-Renewable,Rajasthan,Hydro
01-03-2016,10454.13,Non-Renewable,Rajasthan,Total
01-03-2016,19063,Non-Renewable,Uttar Pradesh,Thermal
01-03-2016,1493.14,Non-Renewable,Uttar Pradesh,Natural Gas
01-03-2016,440,Non-Renewable,Uttar Pradesh,Nuclear
01-03-2016,501.6,Non-Renewable,Uttar Pradesh,Hydro
01-03-2016,21497.74,Non-Renewable,Uttar Pradesh,Total
01-03-2016,0,Non-Renewable,Uttarakhand,Thermal
01-03-2016,0,Non-Renewable,Uttarakhand,Natural Gas
01-03-2016,0,Non-Renewable,Uttarakhand,Nuclear
01-03-2016,3756.35,Non-Renewable,Uttarakhand,Hydro
01-03-2016,3756.35,Non-Renewable,Uttarakhand,Total
01-03-2016,19458,Non-Renewable,Chhatisgarh,Thermal
01-03-2016,0,Non-Renewable,Chhatisgarh,Natural Gas
01-03-2016,0,Non-Renewable,Chhatisgarh,Nuclear
01-03-2016,120,Non-Renewable,Chhatisgarh,Hydro
01-03-2016,19578,Non-Renewable,Chhatisgarh,Total
01-03-2016,0,Non-Renewable,Goa,Thermal
01-03-2016,48,Non-Renewable,Goa,Natural Gas
01-03-2016,0,Non-Renewable,Goa,Nuclear
01-03-2016,0,Non-Renewable,Goa,Hydro
01-03-2016,48,Non-Renewable,Goa,Total
01-03-2016,15712,Non-Renewable,Gujarat,Thermal
01-03-2016,7695.41,Non-Renewable,Gujarat,Natural Gas
01-03-2016,440,Non-Renewable,Gujarat,Nuclear
01-03-2016,1990,Non-Renewable,Gujarat,Hydro
01-03-2016,25837.41,Non-Renewable,Gujarat,Total
01-03-2016,17185,Non-Renewable,Madhya Pradesh,Thermal
01-03-2016,0,Non-Renewable,Madhya Pradesh,Natural Gas
01-03-2016,0,Non-Renewable,Madhya Pradesh,Nuclear
01-03-2016,2395,Non-Renewable,Madhya Pradesh,Hydro
01-03-2016,19580,Non-Renewable,Madhya Pradesh,Total
01-03-2016,23626,Non-Renewable,Maharashtra,Thermal
01-03-2016,3072,Non-Renewable,Maharashtra,Natural Gas
01-03-2016,1400,Non-Renewable,Maharashtra,Nuclear
