YYYY-MM,Source,Type,State,0
01-05-2022,Bio Bagasse Cogen,Renewable,Arunachal Pradesh,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Assam,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Bihar,112.5
01-05-2022,Bio Bagasse Cogen,Renewable,Chandigarh,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Chhatisgarh,272.09
01-05-2022,Bio Bagasse Cogen,Renewable,Dadar & Nagar Haveli,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Daman & Diu,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Delhi,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Goa,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Gujarat,65.3
01-05-2022,Bio Bagasse Cogen,Renewable,Haryana,151.4
01-05-2022,Bio Bagasse Cogen,Renewable,Himachal Pradesh,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Jammu & Kashmir,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Jharkhand,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Karnataka,1867.1
01-05-2022,Bio Bagasse Cogen,Renewable,Kerala,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Ladakh,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Lakshwadeep,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Madhya Pradesh,92.5
01-05-2022,Bio Bagasse Cogen,Renewable,Maharashtra,2568.0
01-05-2022,Bio Bagasse Cogen,Renewable,Manipur,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Meghalaya,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Mizoram,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Nagaland,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Odisha,50.4
01-05-2022,Bio Bagasse Cogen,Renewable,Others,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Pondicherry,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Punjab,299.5
01-05-2022,Bio Bagasse Cogen,Renewable,Rajasthan,119.25
01-05-2022,Bio Bagasse Cogen,Renewable,Sikkim,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Tamil Nadu,969.1
01-05-2022,Bio Bagasse Cogen,Renewable,Telangana,158.1
01-05-2022,Bio Bagasse Cogen,Renewable,Tripura,0.0
01-05-2022,Bio Bagasse Cogen,Renewable,Uttar Pradesh,1957.5
01-05-2022,Bio Bagasse Cogen,Renewable,Uttarakhand,72.72
01-05-2022,Bio Bagasse Cogen,Renewable,West Bengal,300.0
01-05-2022,Bio Other Cogen,Renewable,Andaman & Nicobar,0.0
01-05-2022,Bio Other Cogen,Renewable,Andhra Pradesh,105.57
01-05-2022,Bio Other Cogen,Renewable,Arunachal Pradesh,0.0
01-05-2022,Bio Other Cogen,Renewable,Assam,2.0
01-05-2022,Bio Other Cogen,Renewable,Bihar,12.2
01-05-2022,Bio Other Cogen,Renewable,Chandigarh,0.0
01-05-2022,Bio Other Cogen,Renewable,Chhatisgarh,2.5
01-05-2022,Bio Other Cogen,Renewable,Dadar & Nagar Haveli,0.0
01-05-2022,Bio Other Cogen,Renewable,Daman & Diu,0.0
01-05-2022,Bio Other Cogen,Renewable,Delhi,0.0
01-05-2022,Bio Other Cogen,Renewable,Goa,0.0
01-05-2022,Bio Other Cogen,Renewable,Gujarat,12.0
01-05-2022,Bio Other Cogen,Renewable,Haryana,89.26
01-05-2022,Bio Other Cogen,Renewable,Himachal Pradesh,9.2
01-05-2022,Bio Other Cogen,Renewable,Jammu & Kashmir,0.0
01-05-2022,Bio Other Cogen,Renewable,Jharkhand,4.3
01-05-2022,Bio Other Cogen,Renewable,Karnataka,20.2
01-05-2022,Bio Other Cogen,Renewable,Kerala,2.27
01-05-2022,Bio Other Cogen,Renewable,Ladakh,0.0
01-05-2022,Bio Other Cogen,Renewable,Lakshwadeep,0.0
01-05-2022,Bio Other Cogen,Renewable,Madhya Pradesh,14.85
01-05-2022,Bio Other Cogen,Renewable,Maharashtra,16.4
01-05-2022,Bio Other Cogen,Renewable,Manipur,0.0
01-05-2022,Bio Other Cogen,Renewable,Meghalaya,13.8
01-05-2022,Bio Other Cogen,Renewable,Mizoram,0.0
01-05-2022,Bio Other Cogen,Renewable,Nagaland,0.0
01-05-2022,Bio Other Cogen,Renewable,Odisha,8.82
01-05-2022,Bio Other Cogen,Renewable,Others,0.0
01-05-2022,Bio Other Cogen,Renewable,Pondicherry,0.0
01-05-2022,Bio Other Cogen,Renewable,Punjab,173.95
01-05-2022,Bio Other Cogen,Renewable,Rajasthan,2.0
01-05-2022,Bio Other Cogen,Renewable,Sikkim,0.0
01-05-2022,Bio Other Cogen,Renewable,Tamil Nadu,43.55
01-05-2022,Bio Other Cogen,Renewable,Telangana,2.0
01-05-2022,Bio Other Cogen,Renewable,Tripura,0.0
01-05-2022,Bio Other Cogen,Renewable,Uttar Pradesh,159.76
01-05-2022,Bio Other Cogen,Renewable,Uttarakhand,57.5
01-05-2022,Bio Other Cogen,Renewable,West Bengal,19.92
01-05-2022,Bio Waste,Renewable,Andaman & Nicobar,0.0
01-05-2022,Bio Waste,Renewable,Andhra Pradesh,53.16
01-05-2022,Bio Waste,Renewable,Arunachal Pradesh,0.0
01-05-2022,Bio Waste,Renewable,Assam,0.0
01-05-2022,Bio Waste,Renewable,Bihar,0.0
01-05-2022,Bio Waste,Renewable,Chandigarh,0.0
01-05-2022,Bio Waste,Renewable,Chhatisgarh,0.0
01-05-2022,Bio Waste,Renewable,Dadar & Nagar Haveli,0.0
01-05-2022,Bio Waste,Renewable,Daman & Diu,0.0
01-05-2022,Bio Waste,Renewable,Delhi,59.0
01-05-2022,Bio Waste,Renewable,Goa,0.34
01-05-2022,Bio Waste,Renewable,Gujarat,7.5
01-05-2022,Bio Waste,Renewable,Haryana,11.2
01-05-2022,Bio Waste,Renewable,Himachal Pradesh,0.0
01-05-2022,Bio Waste,Renewable,Jammu & Kashmir,0.0
01-05-2022,Bio Waste,Renewable,Jharkhand,0.0
01-05-2022,Bio Waste,Renewable,Karnataka,1.0
01-05-2022,Bio Waste,Renewable,Kerala,0.0
01-05-2022,Bio Waste,Renewable,Ladakh,0.0
01-05-2022,Bio Waste,Renewable,Lakshwadeep,0.0
01-05-2022,Bio Waste,Renewable,Madhya Pradesh,15.4
01-05-2022,Bio Waste,Renewable,Maharashtra,12.59
01-05-2022,Bio Waste,Renewable,Manipur,0.0
01-05-2022,Bio Waste,Renewable,Meghalaya,0.0
01-05-2022,Bio Waste,Renewable,Mizoram,0.0
01-05-2022,Bio Waste,Renewable,Nagaland,0.0
01-05-2022,Bio Waste,Renewable,Odisha,0.0
01-05-2022,Bio Waste,Renewable,Others,0.0
01-05-2022,Bio Waste,Renewable,Pondicherry,0.0
01-05-2022,Bio Waste,Renewable,Punjab,10.75
01-05-2022,Bio Waste,Renewable,Rajasthan,0.0
01-05-2022,Bio Waste,Renewable,Sikkim,0.0
01-05-2022,Bio Waste,Renewable,Tamil Nadu,6.4
01-05-2022,Bio Waste,Renewable,Telangana,45.8
01-05-2022,Bio Waste,Renewable,Tripura,0.0
01-05-2022,Bio Waste,Renewable,Uttar Pradesh,0.0
01-05-2022,Bio Waste,Renewable,Uttarakhand,0.0
01-05-2022,Bio Waste,Renewable,West Bengal,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Andaman & Nicobar,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Andhra Pradesh,29.21
01-05-2022,Bio Waster Offgrid,Renewable,Arunachal Pradesh,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Assam,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Bihar,1.32
01-05-2022,Bio Waster Offgrid,Renewable,Chandigarh,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Chhatisgarh,0.41
01-05-2022,Bio Waster Offgrid,Renewable,Dadar & Nagar Haveli,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Daman & Diu,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Delhi,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Goa,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Gujarat,24.46
01-05-2022,Bio Waster Offgrid,Renewable,Haryana,6.14
01-05-2022,Bio Waster Offgrid,Renewable,Himachal Pradesh,1.0
01-05-2022,Bio Waster Offgrid,Renewable,Jammu & Kashmir,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Jharkhand,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Karnataka,13.85
01-05-2022,Bio Waster Offgrid,Renewable,Kerala,0.23
01-05-2022,Bio Waster Offgrid,Renewable,Ladakh,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Lakshwadeep,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Madhya Pradesh,8.58
01-05-2022,Bio Waster Offgrid,Renewable,Maharashtra,35.16
01-05-2022,Bio Waster Offgrid,Renewable,Manipur,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Meghalaya,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Mizoram,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Nagaland,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Odisha,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Others,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Pondicherry,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Punjab,7.45
01-05-2022,Bio Waster Offgrid,Renewable,Rajasthan,3.83
01-05-2022,Bio Waster Offgrid,Renewable,Sikkim,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Tamil Nadu,23.65
01-05-2022,Bio Waster Offgrid,Renewable,Telangana,13.84
01-05-2022,Bio Waster Offgrid,Renewable,Tripura,0.0
01-05-2022,Bio Waster Offgrid,Renewable,Uttar Pradesh,72.73
01-05-2022,Bio Waster Offgrid,Renewable,Uttarakhand,9.22
01-05-2022,Bio Waster Offgrid,Renewable,West Bengal,2.53
01-05-2022,Hydro,Non-Renewable,Andaman & Nicobar,0.0
01-05-2022,Hydro,Non-Renewable,Andhra Pradesh,1610.0
01-05-2022,Hydro,Non-Renewable,Arunachal Pradesh,1115.0
01-05-2022,Hydro,Non-Renewable,Assam,350.0
01-05-2022,Hydro,Non-Renewable,Bihar,0.0
01-05-2022,Hydro,Non-Renewable,Chhatisgarh,120.0
01-05-2022,Hydro,Non-Renewable,Delhi,0.0
01-05-2022,Hydro,Non-Renewable,Goa,0.0
01-05-2022,Hydro,Non-Renewable,Gujarat,1990.0
01-05-2022,Hydro,Non-Renewable,Haryana,0.0
01-05-2022,Hydro,Non-Renewable,Himachal Pradesh,10263.02
01-05-2022,Hydro,Non-Renewable,Jammu & Kashmir,3360.0
01-05-2022,Hydro,Non-Renewable,Jharkhand,210.0
01-05-2022,Hydro,Non-Renewable,Karnataka,3689.2
01-05-2022,Hydro,Non-Renewable,Kerala,1856.5
01-05-2022,Hydro,Non-Renewable,Ladakh,89.0
01-05-2022,Hydro,Non-Renewable,Lakshadweep,0.0
01-05-2022,Hydro,Non-Renewable,Madhya Pradesh,2235.0
01-05-2022,Hydro,Non-Renewable,Maharashtra,3047.0
01-05-2022,Hydro,Non-Renewable,Manipur,105.0
01-05-2022,Hydro,Non-Renewable,Meghalaya,322.0
01-05-2022,Hydro,Non-Renewable,Mizoram,60.0
01-05-2022,Hydro,Non-Renewable,Nagaland,75.0
01-05-2022,Hydro,Non-Renewable,Odisha,2154.55
01-05-2022,Hydro,Non-Renewable,Pondicherry,0.0
01-05-2022,Hydro,Non-Renewable,Punjab,1096.3
01-05-2022,Hydro,Non-Renewable,Rajasthan,411.0
01-05-2022,Hydro,Non-Renewable,Sikkim,2282.0
01-05-2022,Hydro,Non-Renewable,Tamil Nadu,2178.2
01-05-2022,Hydro,Non-Renewable,Telangana,2405.6
01-05-2022,Hydro,Non-Renewable,Tripura,0.0
01-05-2022,Hydro,Non-Renewable,Uttar Pradesh,501.6
01-05-2022,Hydro,Non-Renewable,Uttarakhand,3975.35
01-05-2022,Hydro,Non-Renewable,West Bengal,1341.2
01-05-2022,Natural Gas,Non-Renewable,Andaman & Nicobar,0.0
01-05-2022,Natural Gas,Non-Renewable,Andhra Pradesh,4898.544
01-05-2022,Natural Gas,Non-Renewable,Arunachal Pradesh,0.0
01-05-2022,Natural Gas,Non-Renewable,Assam,620.355
01-05-2022,Natural Gas,Non-Renewable,Bihar,0.0
01-05-2022,Natural Gas,Non-Renewable,Chhatisgarh,0.0
01-05-2022,Natural Gas,Non-Renewable,Delhi,2208.4
01-05-2022,Natural Gas,Non-Renewable,Goa,48.0
01-05-2022,Natural Gas,Non-Renewable,Gujarat,7551.41
01-05-2022,Natural Gas,Non-Renewable,Haryana,431.59
01-05-2022,Natural Gas,Non-Renewable,Himachal Pradesh,0.0
01-05-2022,Natural Gas,Non-Renewable,Jammu & Kashmir,175.0
01-05-2022,Natural Gas,Non-Renewable,Jharkhand,0.0
01-05-2022,Natural Gas,Non-Renewable,Karnataka,0.0
01-05-2022,Natural Gas,Non-Renewable,Kerala,533.58
01-05-2022,Natural Gas,Non-Renewable,Ladakh,0.0
01-05-2022,Natural Gas,Non-Renewable,Lakshadweep,0.0
01-05-2022,Natural Gas,Non-Renewable,Madhya Pradesh,0.0
01-05-2022,Natural Gas,Non-Renewable,Maharashtra,3207.08
01-05-2022,Natural Gas,Non-Renewable,Manipur,0.0
01-05-2022,Natural Gas,Non-Renewable,Meghalaya,0.0
01-05-2022,Natural Gas,Non-Renewable,Mizoram,0.0
01-05-2022,Natural Gas,Non-Renewable,Nagaland,0.0
01-05-2022,Natural Gas,Non-Renewable,Odisha,0.0
01-05-2022,Natural Gas,Non-Renewable,Pondicherry,32.5
01-05-2022,Natural Gas,Non-Renewable,Punjab,0.0
01-05-2022,Natural Gas,Non-Renewable,Rajasthan,1022.83
01-05-2022,Natural Gas,Non-Renewable,Sikkim,0.0
01-05-2022,Natural Gas,Non-Renewable,Tamil Nadu,1017.18
01-05-2022,Natural Gas,Non-Renewable,Telangana,0.0
01-05-2022,Natural Gas,Non-Renewable,Tripura,1099.6
01-05-2022,Natural Gas,Non-Renewable,Uttar Pradesh,1493.14
01-05-2022,Natural Gas,Non-Renewable,Uttarakhand,450.0
01-05-2022,Natural Gas,Non-Renewable,West Bengal,80.0
01-05-2022,Nuclear,Non-Renewable,Andaman & Nicobar,0.0
01-05-2022,Nuclear,Non-Renewable,Andhra Pradesh,0.0
01-05-2022,Nuclear,Non-Renewable,Arunachal Pradesh,0.0
01-05-2022,Nuclear,Non-Renewable,Assam,0.0
01-05-2022,Nuclear,Non-Renewable,Bihar,0.0
01-05-2022,Nuclear,Non-Renewable,Chhatisgarh,0.0
01-05-2022,Nuclear,Non-Renewable,Delhi,0.0
01-05-2022,Nuclear,Non-Renewable,Goa,0.0
01-05-2022,Nuclear,Non-Renewable,Gujarat,440.0
01-05-2022,Nuclear,Non-Renewable,Haryana,0.0
01-05-2022,Nuclear,Non-Renewable,Himachal Pradesh,0.0
01-05-2022,Nuclear,Non-Renewable,Jammu & Kashmir,0.0
01-05-2022,Nuclear,Non-Renewable,Jharkhand,0.0
01-05-2022,Nuclear,Non-Renewable,Karnataka,880.0
01-05-2022,Nuclear,Non-Renewable,Kerala,0.0
01-05-2022,Nuclear,Non-Renewable,Ladakh,0.0
01-05-2022,Nuclear,Non-Renewable,Lakshadweep,0.0
01-05-2022,Nuclear,Non-Renewable,Madhya Pradesh,0.0
01-05-2022,Nuclear,Non-Renewable,Maharashtra,1400.0
01-05-2022,Nuclear,Non-Renewable,Manipur,0.0
01-05-2022,Nuclear,Non-Renewable,Meghalaya,0.0
01-05-2022,Nuclear,Non-Renewable,Mizoram,0.0
01-05-2022,Nuclear,Non-Renewable,Nagaland,0.0
01-05-2022,Nuclear,Non-Renewable,Odisha,0.0
01-05-2022,Nuclear,Non-Renewable,Pondicherry,0.0
01-05-2022,Nuclear,Non-Renewable,Punjab,0.0
01-05-2022,Nuclear,Non-Renewable,Rajasthan,1180.0
01-05-2022,Nuclear,Non-Renewable,Sikkim,0.0
01-05-2022,Nuclear,Non-Renewable,Tamil Nadu,2440.0
01-05-2022,Nuclear,Non-Renewable,Telangana,0.0
01-05-2022,Nuclear,Non-Renewable,Tripura,0.0
01-05-2022,Nuclear,Non-Renewable,Uttar Pradesh,440.0
01-05-2022,Nuclear,Non-Renewable,Uttarakhand,0.0
01-05-2022,Nuclear,Non-Renewable,West Bengal,0.0
01-05-2022,Small Hydro,Renewable,Andaman & Nicobar,5.25
01-05-2022,Small Hydro,Renewable,Andhra Pradesh,162.11
01-05-2022,Small Hydro,Renewable,Arunachal Pradesh,133.105
01-05-2022,Small Hydro,Renewable,Assam,34.11
01-05-2022,Small Hydro,Renewable,Bihar,70.7
01-05-2022,Small Hydro,Renewable,Chandigarh,0.0
01-05-2022,Small Hydro,Renewable,Chhatisgarh,76.0
01-05-2022,Small Hydro,Renewable,Dadar & Nagar Haveli,0.0
01-05-2022,Small Hydro,Renewable,Daman & Diu,0.0
01-05-2022,Small Hydro,Renewable,Delhi,0.0
01-05-2022,Small Hydro,Renewable,Goa,0.05
01-05-2022,Small Hydro,Renewable,Gujarat,89.39
01-05-2022,Small Hydro,Renewable,Haryana,73.5
01-05-2022,Small Hydro,Renewable,Himachal Pradesh,954.11
01-05-2022,Small Hydro,Renewable,Jammu & Kashmir,144.68
01-05-2022,Small Hydro,Renewable,Jharkhand,4.05
01-05-2022,Small Hydro,Renewable,Karnataka,1280.73
01-05-2022,Small Hydro,Renewable,Kerala,266.52
01-05-2022,Small Hydro,Renewable,Ladakh,39.64
01-05-2022,Small Hydro,Renewable,Lakshwadeep,0.0
01-05-2022,Small Hydro,Renewable,Madhya Pradesh,99.71
01-05-2022,Small Hydro,Renewable,Maharashtra,381.08
01-05-2022,Small Hydro,Renewable,Manipur,5.45
01-05-2022,Small Hydro,Renewable,Meghalaya,32.53
01-05-2022,Small Hydro,Renewable,Mizoram,36.47
01-05-2022,Small Hydro,Renewable,Nagaland,31.67
01-05-2022,Small Hydro,Renewable,Odisha,115.63
01-05-2022,Small Hydro,Renewable,Others,0.0
01-05-2022,Small Hydro,Renewable,Pondicherry,0.0
01-05-2022,Small Hydro,Renewable,Punjab,176.1
01-05-2022,Small Hydro,Renewable,Rajasthan,23.85
01-05-2022,Small Hydro,Renewable,Sikkim,53.61
01-05-2022,Small Hydro,Renewable,Tamil Nadu,123.05
01-05-2022,Small Hydro,Renewable,Telangana,90.87
01-05-2022,Small Hydro,Renewable,Tripura,16.01
01-05-2022,Small Hydro,Renewable,Uttar Pradesh,49.1
01-05-2022,Small Hydro,Renewable,Uttarakhand,218.82
01-05-2022,Small Hydro,Renewable,West Bengal,98.5
01-05-2022,Solar Ground,Renewable,Andaman & Nicobar,0.0
01-05-2022,Solar Ground,Renewable,Andhra Pradesh,0.0
01-05-2022,Solar Ground,Renewable,Arunachal Pradesh,0.0
01-05-2022,Solar Ground,Renewable,Assam,0.0
01-05-2022,Solar Ground,Renewable,Bihar,0.0
01-05-2022,Solar Ground,Renewable,Chandigarh,0.0
01-05-2022,Solar Ground,Renewable,Chhatisgarh,0.0
01-05-2022,Solar Ground,Renewable,Dadar & Nagar Haveli,0.0
01-05-2022,Solar Ground,Renewable,Daman & Diu,0.0
01-05-2022,Solar Ground,Renewable,Delhi,0.0
01-05-2022,Solar Ground,Renewable,Goa,0.0
01-05-2022,Solar Ground,Renewable,Gujarat,0.0
01-05-2022,Solar Ground,Renewable,Haryana,0.0
01-05-2022,Solar Ground,Renewable,Himachal Pradesh,0.0
01-05-2022,Solar Ground,Renewable,Jammu & Kashmir,0.0
01-05-2022,Solar Ground,Renewable,Jharkhand,0.0
01-05-2022,Solar Ground,Renewable,Karnataka,0.0
01-05-2022,Solar Ground,Renewable,Kerala,0.0
01-05-2022,Solar Ground,Renewable,Ladakh,0.0
01-05-2022,Solar Ground,Renewable,Lakshwadeep,0.0
01-05-2022,Solar Ground,Renewable,Madhya Pradesh,0.0
01-05-2022,Solar Ground,Renewable,Maharashtra,0.0
01-05-2022,Solar Ground,Renewable,Manipur,0.0
01-05-2022,Solar Ground,Renewable,Meghalaya,0.0
01-05-2022,Solar Ground,Renewable,Mizoram,0.0
01-05-2022,Solar Ground,Renewable,Nagaland,0.0
01-05-2022,Solar Ground,Renewable,Odisha,0.0
01-05-2022,Solar Ground,Renewable,Others,0.0
01-05-2022,Solar Ground,Renewable,Pondicherry,0.0
01-05-2022,Solar Ground,Renewable,Punjab,0.0
01-05-2022,Solar Ground,Renewable,Rajasthan,0.0
01-05-2022,Solar Ground,Renewable,Sikkim,0.0
01-05-2022,Solar Ground,Renewable,Tamil Nadu,0.0
01-05-2022,Solar Ground,Renewable,Telangana,0.0
01-05-2022,Solar Ground,Renewable,Tripura,0.0
01-05-2022,Solar Ground,Renewable,Uttar Pradesh,0.0
01-05-2022,Solar Ground,Renewable,Uttarakhand,0.0
01-05-2022,Solar Ground,Renewable,West Bengal,0.0
01-05-2022,Solar Ground Based,Renewable,Andaman & Nicobar,0.0
01-05-2022,Solar Ground Based,Renewable,Andhra Pradesh,0.0
01-05-2022,Solar Ground Based,Renewable,Arunachal Pradesh,0.0
01-05-2022,Solar Ground Based,Renewable,Assam,0.0
01-05-2022,Solar Ground Based,Renewable,Bihar,0.0
01-05-2022,Solar Ground Based,Renewable,Chandigarh,0.0
01-05-2022,Solar Ground Based,Renewable,Chhatisgarh,0.0
01-05-2022,Solar Ground Based,Renewable,Dadar & Nagar Haveli,0.0
01-05-2022,Solar Ground Based,Renewable,Daman & Diu,0.0
01-05-2022,Solar Ground Based,Renewable,Delhi,0.0
01-05-2022,Solar Ground Based,Renewable,Goa,0.0
01-05-2022,Solar Ground Based,Renewable,Gujarat,0.0
01-05-2022,Solar Ground Based,Renewable,Haryana,0.0
01-05-2022,Solar Ground Based,Renewable,Himachal Pradesh,0.0
01-05-2022,Solar Ground Based,Renewable,Jammu & Kashmir,0.0
01-05-2022,Solar Ground Based,Renewable,Jharkhand,0.0
01-05-2022,Solar Ground Based,Renewable,Karnataka,0.0
01-05-2022,Solar Ground Based,Renewable,Kerala,0.0
01-05-2022,Solar Ground Based,Renewable,Ladakh,0.0
01-05-2022,Solar Ground Based,Renewable,Lakshwadeep,0.0
01-05-2022,Solar Ground Based,Renewable,Madhya Pradesh,0.0
01-05-2022,Solar Ground Based,Renewable,Maharashtra,0.0
01-05-2022,Solar Ground Based,Renewable,Manipur,0.0
01-05-2022,Solar Ground Based,Renewable,Meghalaya,0.0
01-05-2022,Solar Ground Based,Renewable,Mizoram,0.0
01-05-2022,Solar Ground Based,Renewable,Nagaland,0.0
01-05-2022,Solar Ground Based,Renewable,Odisha,0.0
01-05-2022,Solar Ground Based,Renewable,Others,0.0
01-05-2022,Solar Ground Based,Renewable,Pondicherry,0.0
01-05-2022,Solar Ground Based,Renewable,Punjab,0.0
01-05-2022,Solar Ground Based,Renewable,Rajasthan,0.0
01-05-2022,Solar Ground Based,Renewable,Sikkim,0.0
01-05-2022,Solar Ground Based,Renewable,Tamil Nadu,0.0
01-05-2022,Solar Ground Based,Renewable,Telangana,0.0
01-05-2022,Solar Ground Based,Renewable,Tripura,0.0
01-05-2022,Solar Ground Based,Renewable,Uttar Pradesh,0.0
01-05-2022,Solar Ground Based,Renewable,Uttarakhand,0.0
01-05-2022,Solar Ground Based,Renewable,West Bengal,0.0
01-05-2022,Solar Hybrid,Renewable,Andaman & Nicobar,0.0
01-05-2022,Solar Hybrid,Renewable,Andhra Pradesh,0.0
01-05-2022,Solar Hybrid,Renewable,Arunachal Pradesh,0.0
01-05-2022,Solar Hybrid,Renewable,Assam,0.0
01-05-2022,Solar Hybrid,Renewable,Bihar,0.0
01-05-2022,Solar Hybrid,Renewable,Chandigarh,0.0
01-05-2022,Solar Hybrid,Renewable,Chhatisgarh,0.0
01-05-2022,Solar Hybrid,Renewable,Dadar & Nagar Haveli,0.0
01-05-2022,Solar Hybrid,Renewable,Daman & Diu,0.0
01-05-2022,Solar Hybrid,Renewable,Delhi,0.0
01-05-2022,Solar Hybrid,Renewable,Goa,0.0
01-05-2022,Solar Hybrid,Renewable,Gujarat,0.0
01-05-2022,Solar Hybrid,Renewable,Haryana,0.0
01-05-2022,Solar Hybrid,Renewable,Himachal Pradesh,0.0
01-05-2022,Solar Hybrid,Renewable,Jammu & Kashmir,0.0
01-05-2022,Solar Hybrid,Renewable,Jharkhand,0.0
01-05-2022,Solar Hybrid,Renewable,Karnataka,0.0
01-05-2022,Solar Hybrid,Renewable,Kerala,0.0
01-05-2022,Solar Hybrid,Renewable,Ladakh,0.0
01-05-2022,Solar Hybrid,Renewable,Lakshwadeep,0.0
01-05-2022,Solar Hybrid,Renewable,Madhya Pradesh,0.0
01-05-2022,Solar Hybrid,Renewable,Maharashtra,0.0
01-05-2022,Solar Hybrid,Renewable,Manipur,0.0
01-05-2022,Solar Hybrid,Renewable,Meghalaya,0.0
01-05-2022,Solar Hybrid,Renewable,Mizoram,0.0
01-05-2022,Solar Hybrid,Renewable,Nagaland,0.0
01-05-2022,Solar Hybrid,Renewable,Odisha,0.0
01-05-2022,Solar Hybrid,Renewable,Others,0.0
01-05-2022,Solar Hybrid,Renewable,Pondicherry,0.0
01-05-2022,Solar Hybrid,Renewable,Punjab,0.0
01-05-2022,Solar Hybrid,Renewable,Rajasthan,0.0
01-05-2022,Solar Hybrid,Renewable,Sikkim,0.0
01-05-2022,Solar Hybrid,Renewable,Tamil Nadu,0.0
01-05-2022,Solar Hybrid,Renewable,Telangana,0.0
01-05-2022,Solar Hybrid,Renewable,Tripura,0.0
01-05-2022,Solar Hybrid,Renewable,Uttar Pradesh,0.0
01-05-2022,Solar Hybrid,Renewable,Uttarakhand,0.0
01-05-2022,Solar Hybrid,Renewable,West Bengal,0.0
01-05-2022,Solar Offgrid,Renewable,Andaman & Nicobar,0.0
01-05-2022,Solar Offgrid,Renewable,Andhra Pradesh,0.0
01-05-2022,Solar Offgrid,Renewable,Arunachal Pradesh,0.0
01-05-2022,Solar Offgrid,Renewable,Assam,0.0
01-05-2022,Solar Offgrid,Renewable,Bihar,0.0
01-05-2022,Solar Offgrid,Renewable,Chandigarh,0.0
01-05-2022,Solar Offgrid,Renewable,Chhatisgarh,0.0
01-05-2022,Solar Offgrid,Renewable,Dadar & Nagar Haveli,0.0
01-05-2022,Solar Offgrid,Renewable,Daman & Diu,0.0
01-05-2022,Solar Offgrid,Renewable,Delhi,0.0
01-05-2022,Solar Offgrid,Renewable,Goa,0.0
01-05-2022,Solar Offgrid,Renewable,Gujarat,0.0
01-05-2022,Solar Offgrid,Renewable,Haryana,0.0
01-05-2022,Solar Offgrid,Renewable,Himachal Pradesh,0.0
01-05-2022,Solar Offgrid,Renewable,Jammu & Kashmir,0.0
01-05-2022,Solar Offgrid,Renewable,Jharkhand,0.0
01-05-2022,Solar Offgrid,Renewable,Karnataka,0.0
01-05-2022,Solar Offgrid,Renewable,Kerala,0.0
01-05-2022,Solar Offgrid,Renewable,Ladakh,0.0
01-05-2022,Solar Offgrid,Renewable,Lakshwadeep,0.0
01-05-2022,Solar Offgrid,Renewable,Madhya Pradesh,0.0
01-05-2022,Solar Offgrid,Renewable,Maharashtra,0.0
01-05-2022,Solar Offgrid,Renewable,Manipur,0.0
01-05-2022,Solar Offgrid,Renewable,Meghalaya,0.0
01-05-2022,Solar Offgrid,Renewable,Mizoram,0.0
01-05-2022,Solar Offgrid,Renewable,Nagaland,0.0
01-05-2022,Solar Offgrid,Renewable,Odisha,0.0
01-05-2022,Solar Offgrid,Renewable,Others,0.0
